x_m,y_m,heading_rad,curvature_1_m
78.0,0.0,1.5951403844999454,0.0056379109252395684
77.97862074217136,0.8780390914482891,1.6000714609540598,0.0056379109252395684
77.9572414843427,1.7560781828965781,1.6050025374081742,0.0056379109252395684
77.93586222651406,2.634117274344867,1.6099336138622888,0.0056379109252395684
77.9144829686854,3.5121563657931563,1.6148646903164032,0.0056379109252395684
77.89310371085676,4.390195457241445,1.6197957667705176,0.0056379109252395684
77.82902453643048,5.258614568662335,1.6298482029729016,0.006838014068229351
77.76494536200418,6.1270336800832235,1.6399006391752855,0.008038117211219133
77.7008661875779,6.995452791504112,1.6499530753776692,0.009238220354208914
77.6367870131516,7.863871902925002,1.6600055115800532,0.010438323497198698
77.57270783872532,8.732291014345892,1.670057947782437,0.011638426640188479
77.46610438426441,9.581575564226272,1.6806295775857323,0.011811473423507487
77.35950092980349,10.430860114106652,1.6912012073890277,0.011984520206826497
77.25289747534258,11.28014466398703,1.7017728371923229,0.012157566990145505
77.14629402088165,12.129429213867411,1.7123444669956183,0.012330613773464515
77.03969056642075,12.978713763747791,1.7229160967989134,0.012503660556783524
76.89085502458397,13.799558812834954,1.7343022332084075,0.012777674931918571
76.74201948274718,14.620403861922117,1.7456883696179015,0.013051689307053619
76.59318394091041,15.441248911009279,1.7570745060273953,0.013325703682188664
76.44434839907362,16.262093960096443,1.7684606424368894,0.013599718057323712
76.29551285723684,17.082939009183605,1.7798467788463834,0.01387373243245876
76.10485317589894,17.866351207346884,1.7923864456613443,0.014272914971850396
75.91419349456103,18.64976340551016,1.8049261124763052,0.014672097511242033
75.72353381322314,19.43317560367344,1.817465779291266,0.01507128005063367
75.53287413188524,20.216587801836717,1.830005446106227,0.015470462590025307
75.34221445054733,20.999999999999996,1.8425451129211878,0.015869645129416944
75.052262905666,21.921745149070965,1.8601577993298188,0.016568004900517012
74.76231136078465,22.843490298141933,1.87777048573845,0.01726636467161708
74.4723598159033,23.765235447212902,1.8953831721470813,0.017964724442717152
74.18240827102197,24.68698059628387,1.9129958585557123,0.01866308421381722
73.84162451996191,25.541106813980914,1.9331266921847394,0.019616183393262467
