step,time_s,x_m,y_m,speed_kmh,steer_deg,ed_m,ephi_deg,route_progress,offroad,collision
74,3.7,63.418811269322376,39.77147011882,49.350544498595866,-5.590726469408482,-0.004407134056319512,-4.289398873596516,11.87190704614013,False,False
75,3.75,62.84059309847012,40.13883108643456,49.58534696033381,19.967572513557126,-0.040284345009163613,-1.4167491742064433,12.0,False,False
76,3.8000000000000003,62.21569582240849,40.42919354925541,49.73186179508485,17.87810619782087,0.013836898317777457,2.5273627435966337,12.36880539276547,False,False
77,3.85,61.58386273175653,40.7051112636087,49.50912534934635,-4.1222422491693935,0.08394692622201971,3.307180839193543,12.621362423644353,False,False
78,3.9000000000000004,60.95246233705575,40.976867237189616,50.03279224171116,28.61542550422562,-0.012962378727274945,-2.149366954886513,12.87244518626335,False,False
79,3.95,60.28822168723664,41.17424781593452,49.64042118981651,-1.3182515450485368,0.02349826712833543,-0.5165849043870314,13.125595878056599,False,False
80,4.0,59.62694731778528,41.369944613360396,50.19649135064713,28.64788975654116,0.06055210808343259,4.171794441247221,13.375240155323382,False,False
81,4.05,58.95351976756664,41.53314279866859,50.17741340905731,-28.419041450067716,0.13229797700746865,1.746942140618086,13.629262283859772,False,False
82,4.1000000000000005,58.30220515844598,41.76758222201851,50.05403364954747,28.64788975654116,-0.05392940990739389,-5.239430130002084,13.879357574023413,False,False
83,4.15,57.611299344197306,41.851813217265814,50.37386807847468,24.42255424866827,-0.021658560098264244,0.0007139324004132927,14.12680581444229,False,False
84,4.2,56.91694729561396,41.91363545786443,49.93457089944862,-6.447216739294593,0.03328190777917797,0.938769469426447,14.375363741114787,False,False
85,4.25,56.2281282473638,41.98869778500397,50.37478654886148,28.64788975654116,0.00907358327290517,-4.164455557740495,14.619462306055082,False,False
86,4.3,55.53343281378877,42.021593610813476,50.35964845183735,-28.64788975654116,-0.02238037213593542,-6.68335667332712,14.86632485953692,False,False
87,4.3500000000000005,54.846888180398345,42.12814819393003,50.24262599569014,28.64788975654116,-0.1275098427175557,-3.7448106466924718,15.0,False,False
88,4.4,54.149995967354265,42.074715153827455,50.69340318097937,27.30370078177851,-0.07263055885672237,1.9395952015465423,15.334553383252812,False,False
89,4.45,53.45350961161436,42.001892720618095,50.19200913700866,-13.968430275794113,0.0016372340183820906,1.9321703788018105,15.571103093806803,False,False
90,4.5,52.759128651413484,41.9682283377003,50.440192765776395,28.64788975654116,-0.11269468568375896,-2.702756865150813,15.804091553890244,False,False
91,4.55,52.068335777156214,41.87593892697089,50.36911589880442,-25.100874599320214,-0.12309537939473537,-4.776005355729736,16.0,False,False
92,4.6000000000000005,51.373120899963666,41.8464512193546,50.407637956815215,28.64788975654116,-0.1962645798760616,-1.631688765881316,16.243301984669753,False,False
93,4.65,50.6947449041305,41.6712987983954,50.60296469171419,21.75495661483403,-0.12287714645325744,3.2629051122321937,16.46634505021368,False,False
94,4.7,50.019657380398506,41.483875514305595,50.25530021569245,-7.816009211367992,-0.13044732638984996,-3.603794044828513,16.686344001038456,False,False
95,4.75,49.34430531375746,41.310500859022206,50.70539815285484,28.64788975654116,-0.1489660000191889,0.6680291125643865,16.905710533395794,False,False
96,4.800000000000001,48.68634263860818,41.06724622028312,50.32850241422938,-11.268663786236951,-0.09551506496258164,0.7927090532857928,17.11187067579658,False,False
97,4.8500000000000005,48.02340894659955,40.84937062594944,50.72149174873448,28.64788975654116,-0.06783330767476195,4.855247346758511,17.314253727975082,False,False
98,4.9,47.375377837003875,40.583811376237016,50.699238317881374,-28.64788975654116,0.00979092699144396,2.2775776256987905,17.517830927742608,False,False
99,4.95,46.70376490860086,40.388146571926626,50.58166878851397,28.64788975654116,-0.08693403867436006,-1.1047725473912176,17.7213741756371,False,False
100,5.0,46.05771621591185,40.1218551876923,50.6310859827436,-28.64788975654116,-0.08471594851714521,-3.949098420201225,17.92439238755381,False,False
101,5.050000000000001,45.387730453515516,39.92275737126408,50.5878500212926,28.64788975654116,-0.15375374318027993,-1.0907505534896644,18.112372016564326,False,False
102,5.1000000000000005,44.760054772399734,39.60999228760111,50.295893350506745,2.419710776003296,-0.10156513166862385,0.7970069826136362,18.30335358225054,False,False
103,5.15,44.13557986084213,39.2958177647971,50.64481775608079,21.173879813305362,-0.06009116461631714,-0.6958590382025529,18.491109937052613,False,False
104,5.2,43.514834665913206,38.971099083735936,50.713228398380096,-25.93001002536432,-0.058127288169245284,-3.1545028342059807,18.679036566208694,False,False
105,5.25,42.86923772462431,38.69998183540277,50.66933992912205,28.64788975654116,-0.11518587924536405,-0.1304001580095963,18.867544244197557,False,False
106,5.300000000000001,42.26491215483005,38.344817074908605,50.37743813211449,-14.552528593780922,-0.07863467925161374,-0.7938775815389421,19.05017602953902,False,False
107,5.3500000000000005,41.647048487538704,38.01946429175262,50.76523869926402,28.64788975654116,-0.07477962579276132,2.9905811637159982,19.223170272351755,False,False
108,5.4,41.0536221046636,37.64676064900075,50.711743179007016,-28.64788975654116,-0.017639830769484166,0.3512218112282539,19.397956902467058,False,False
109,5.45,40.424635861679285,37.339667290218415,50.640318456125925,28.64788975654116,-0.07179888777438492,-1.058389060468529,19.571630587195823,False,False
110,5.5,39.832577257350565,36.96710759118574,50.64755226302233,-27.984604466464237,-0.06674010913870915,-3.802621444683298,19.746080506619077,False,False
111,5.550000000000001,39.206290488880796,36.65576903467391,50.642903746782046,28.64788975654116,-0.13175131569049395,-0.9020448123999585,19.91979276634287,False,False
112,5.6000000000000005,38.629004178733375,36.25848263206724,50.31113450839378,-11.407094577930287,-0.09789287173199,-1.1141082624957745,20.08654751336365,False,False
113,5.65,38.0403956200151,35.883329032908726,50.79053410110229,28.64788975654116,-0.08881245682489486,2.869690131937139,20.24756922087518,False,False
114,5.7,37.47642003278762,35.46697726675277,50.72617353718493,-28.64788975654116,-0.031737086341491194,0.2768914670301351,20.409986502836677,False,False
115,5.75,36.87166640384229,35.114176829056774,50.65104423518167,28.64788975654116,-0.08273506236895067,-0.3454172435353253,20.57184502106225,False,False
116,5.800000000000001,36.30802804349361,34.69968306964496,50.681174349201044,-28.64788975654116,-0.07017332824973,-3.1883423941037403,20.7339455551646,False,False
117,5.8500000000000005,35.704771538482234,34.345202195417656,50.64728999339363,28.64788975654116,-0.12948394724499157,-0.3309859694419282,20.89577007184379,False,False
118,5.9,35.15231259234461,33.91470001246774,50.3828274895396,-17.00941961554801,-0.09739703071481248,-1.408570605768453,21.053462170359502,False,False
119,5.95,34.57791193163079,33.5179618963681,50.74300032623918,28.64788975654116,-0.10554538073005798,2.2074150475897465,21.204094418917993,False,False
120,6.0,34.03535369149972,33.07497175369283,50.68893423206667,-28.64788975654116,-0.05754534833595404,-0.47125959057998557,21.3562518782844,False,False
121,6.050000000000001,33.449285599480845,32.69267061406829,50.63851602207886,28.64788975654116,-0.09790315734867794,-0.4649644825889273,21.507435929245645,False,False
122,6.1000000000000005,32.90809630065515,32.24949271812622,50.62088350820352,-27.421170915588206,-0.08418083738098803,-3.124951088189065,21.65936009898075,False,False
123,6.15,32.32620203647195,31.861828288492955,50.64469987418798,28.64788975654116,-0.13925686374002205,-0.1875849384925316,21.8106243129093,False,False
124,6.2,31.787033474124655,31.41638883646044,50.63881847323838,-28.505036105499585,-0.12250767754191882,-3.002940530868253,21.96235830782858,False,False
125,6.25,31.204729223171412,31.029259444657058,50.6311330839525,28.64788975654116,-0.1782577078558718,-0.1336393969904023,22.104966511661676,False,False
126,6.300000000000001,30.680905195062312,30.564161273668766,50.30789980882276,-12.598353562369963,-0.13657037599610833,-0.5352446811721345,22.24925779650111,False,False
127,6.3500000000000005,30.140889969611344,30.122227511139794,50.76955985773697,28.64788975654116,-0.12310000982730673,3.3691353498457057,22.39172229184713,False,False
128,6.4,29.63140611595432,29.64119611397457,50.69517821776163,-28.64788975654116,-0.07750903389889552,-1.591613862014254,22.534382139813,False,False
129,6.45,29.073913268362364,29.218288581915886,50.62969324404598,28.64788975654116,-0.11846400490154751,1.3179252109795585,22.677787442431494,False,False
130,6.5,28.564522436432735,28.739142058456927,50.658778219855535,-28.64788975654116,-0.08541473239143799,-1.5263882018470318,22.820125707460075,False,False
131,6.550000000000001,28.00851716796971,28.314854145883615,50.6287128840672,28.64788975654116,-0.12435378976730957,1.3313191869169168,22.963510295660445,False,False
132,6.6000000000000005,27.500366824735238,27.834597719577506,50.63513784769255,-28.61861418747259,-0.08965475707057449,-1.5201177564484558,23.100277624593012,False,False
133,6.65,26.945176445886876,27.40960318389918,50.62622611251083,28.64788975654116,-0.12752715679505233,1.3377103658349532,23.235283121344725,False,False
134,6.7,26.440230922952022,26.925775831444415,50.54374652633137,-25.850728369304797,-0.0880313274561455,-1.0909019790963896,23.371525342346626,False,False
135,6.75,25.893038398399494,26.4914951104155,50.64309604009635,28.64788975654116,-0.1242100511694717,0.052409195396797496,23.50672146300254,False,False
136,6.800000000000001,25.390918129695727,26.004823381952097,50.62405747981903,-28.520187968795426,-0.10382846331991857,-2.741959190313724,23.642664484605078,False,False
137,6.8500000000000005,24.840961651730318,25.57331547001355,50.61507245266659,28.64788975654116,-0.15643781453215522,0.13208571979834463,23.778029462762476,False,False
138,6.9,24.340733649471336,25.084938987390455,50.56657318786492,-26.956807225534234,-0.13352123261831372,-2.462136415810272,23.91389363822767,False,False
139,6.95,23.79571136189378,24.64786006336431,50.62298268112553,28.64788975654116,-0.17868957348576853,0.5056286734024908,24.04592352652063,False,False
140,7.0,23.306047832111865,24.148033654484795,50.39722818914657,-20.079769704708326,-0.14019403740591407,-1.0164970073848956,24.176566381457853,False,False
141,7.050000000000001,22.783848534497935,23.68528543840656,50.67630236269311,28.64788975654116,-0.15101743745442087,2.4050568541344184,24.305988899036638,False,False
142,7.1000000000000005,22.30238248997337,23.177724029326665,50.638217252419395,-28.64788975654116,-0.10128186052887833,-0.3204016178456858,24.43577813569491,False,False
143,7.15,21.770273409007807,22.724318353029705,50.59976891312968,28.64788975654116,-0.14342325973794168,1.0553088200556517,24.56569934616849,False,False
144,7.2,21.288935970043163,22.21768551564742,50.615568268046715,-28.64788975654116,-0.11266831172556058,-1.7952235998711688,24.6953219844093,False,False
145,7.25,20.757741162768067,21.763545848589043,50.59844615820948,28.64788975654116,-0.15430817820627857,1.0624196574739668,24.825232697288687,False,False
146,7.300000000000001,20.27712279116678,21.25635619051582,50.60221643062555,-28.64788975654116,-0.12265330801879984,-1.7943157686485725,24.954824253484194,False,False
147,7.3500000000000005,19.7463611561458,20.80190641219379,50.59640844320685,28.64788975654116,-0.16376928615821382,1.0624105380075648,25.080748695348635,False,False
148,7.4,19.269879572478477,20.29049644515026,50.48992584971926,-24.95335385476147,-0.12620497105162232,-1.2302972281730729,25.20634125265096,False,False
149,7.45,18.75020894502237,19.824443709346337,50.6225862130537,28.64788975654116,-0.15126994679436367,1.8678039364676864,25.331129334530043,False,False
150,7.5,18.277376162201957,19.309703817630776,50.60395414191322,-28.64788975654116,-0.10877591957284882,-0.9332228817092829,25.45636391172917,False,False
151,7.550000000000001,17.753273349098205,18.847627014450833,50.587785424101284,28.64788975654116,-0.15674723835222548,0.7613989766835455,25.581366244139666,False,False
152,7.6000000000000005,17.28073156470229,18.333063948575436,50.58536008421704,-28.387695142035156,-0.12848266950994092,-2.0532763661396554,25.70652901718779,False,False
153,7.65,16.757791127398935,17.869911312515796,50.58777127280826,28.64788975654116,-0.1722063532292626,0.82120363041334,25.831538697570444,False,False
154,7.7,16.28591349555918,17.35480560451802,50.58450783422286,-28.55306161360203,-0.14308827516837958,-2.0174703029018524,25.956660611664628,False,False
155,7.75,15.76313068720434,16.89152395209231,50.58419488971692,28.64788975654116,-0.18660922848030687,0.8467020104855616,26.078581430603844,False,False
156,7.800000000000001,15.29793184097781,16.369807746834198,50.420298816777176,-22.629394103456296,-0.14809412839277336,-1.0897747878439337,26.200582484545546,False,False
157,7.8500000000000005,14.793335864397683,15.888155178967875,50.62996805494661,28.64788975654116,-0.1657651766418986,2.160393236328642,26.321872907298445,False,False
158,7.9,14.33412635464186,15.361166504782707,50.60107385519135,-28.64788975654116,-0.11928574250798629,-0.6056981489094734,26.44330948588608,False,False
159,7.95,13.822139407011537,14.885821477312273,50.57627871896822,28.64788975654116,-0.15941462168083742,1.3936121752268562,26.564958315213513,False,False
160,8.0,13.362898882792981,14.35955580598749,50.58687890357221,-28.64788975654116,-0.12415137240234753,-1.4593751669879325,26.68628605726469,False,False
161,8.05,12.85151699075428,13.883761232050817,50.575669852853174,28.64788975654116,-0.16145565909870713,1.3985814524624538,26.807929543894225,False,False
162,8.1,12.39276455902772,13.357144408572346,50.57839331452639,-28.64788975654116,-0.12559737943976385,-1.4587134882286912,26.929238567859027,False,False
163,8.15,11.881675538508343,12.88115156195424,50.574721050697434,28.64788975654116,-0.1625532635651154,1.3985820997863465,27.049292350812845,False,False
164,8.200000000000001,11.423080433744847,12.35443736599942,50.574700513783775,-28.64788975654116,-0.12651417391384134,-1.4588573301135315,27.168350129971962,False,False
165,8.25,10.91208300762013,11.878405833318437,50.573125957273746,28.64788975654116,-0.16337729891809172,1.3985321983620473,27.28702419053167,False,False
166,8.3,10.454260710038309,11.350985387911438,50.55222711518237,-27.99132777857713,-0.12629169779589922,-1.3586601343215021,27.406077027752108,False,False
167,8.35,9.945319516310171,10.87297976016317,50.5764607926408,28.64788975654116,-0.16847491888628152,0.9329173998547553,27.52478186488499,False,False
168,8.4,9.488564922511012,10.344628554752832,50.56157205992141,-28.293157698683302,-0.13738571565753055,-1.8604708662982758,27.64376977772324,False,False
169,8.450000000000001,8.97991441558203,9.866245282974262,50.571897498705994,28.64788975654116,-0.17833504804620193,1.0223658953278227,27.76252911241582,False,False
170,8.5,8.523969435559387,9.337253692667106,50.55814381581765,-28.24231488579695,-0.14621759062755513,-1.7673957186292282,27.88146907930823,False,False
171,8.55,8.016204867504825,8.857981725891243,50.57059339621695,28.64788975654116,-0.18591261464670328,1.117870183393894,28.0,False,False
172,8.6,7.5634089729332326,8.326106302626243,50.497147013951114,-26.220683329426233,-0.14952565925092842,-1.3626543333838106,28.117330973171992,False,False
173,8.65,7.062741721620391,7.839965831588174,50.58484633499635,28.64788975654116,-0.1793447003537464,1.6546624823905667,28.234354275591464,False,False
174,8.700000000000001,6.612430299500028,7.306048290871768,50.573830899537,-28.64788975654116,-0.1397494550624686,-1.1659651523915477,28.351538741149575,False,False
175,8.75,6.108771487965912,6.822342266926451,50.56287845685816,28.64788975654116,-0.1734147941582458,1.6997319638559272,28.468706329224258,False,False
176,8.8,5.658482754907703,6.288692566087036,50.567261858667194,-28.64788975654116,-0.14351553566004038,-1.5143059397634355,28.585846333590883,False,False
177,8.85,5.1550945513028665,5.804797152679172,50.56242057393954,28.64788975654116,-0.1812128222989663,1.3436062128135366,28.703011297934722,False,False
178,8.9,4.705017505293924,5.27100378994884,50.56346531484552,-28.64788975654116,-0.1458904060631121,-1.5140532627768715,28.820143447840444,False,False
179,8.950000000000001,4.20175620459031,4.787028845803711,50.56183272200868,28.64788975654116,-0.18344065997174158,1.3436036163667555,28.937304585416882,False,False
180,9.0,3.7521238568915165,4.252845543527283,50.55125627250693,-28.31025882677193,-0.14752708543378595,-1.4625599267332576,29.053985553423576,False,False
181,9.05,3.2499575654744026,3.767855977662563,50.563565623472414,28.64788975654116,-0.18358453320524198,1.4171741160499005,29.170213122101124,False,False
182,9.1,2.8008719426626523,3.23321318051154,50.55648506335305,-28.483470620552104,-0.1469577581085817,-1.410348792753423,29.286582176114834,False,False
183,9.15,2.2988069501998067,2.748081042486206,50.56104879328283,28.64788975654116,-0.18284386428126442,1.4592331041822297,29.402836386198146,False,False
184,9.200000000000001,1.8501272700574196,2.2131281690756177,50.55401430622059,-28.438933021694275,-0.1521342203755498,-1.4820940846808126,29.519182605752714,False,False
185,9.25,1.348549572919044,1.7275254235814557,50.56049466823213,28.64788975654116,-0.18878141279710603,1.3898810114164892,29.63545513350609,False,False
186,9.3,0.9001393008566023,1.1923785321210192,50.55891194236695,-28.624263072237646,-0.1527554231661714,-1.4610055969228795,29.751776761330262,False,False
187,9.35,0.39840876063972624,0.7068996845304847,50.558226267643455,28.64788975654116,-0.1895989153854995,1.3990216672736913,29.868061678763738,False,False
188,9.4,-0.04985849620565916,0.171661270331455,50.55567981194413,-28.563379662324945,-0.15340586911034845,-1.4453594602431385,29.98437541943961,False,False
189,9.450000000000001,-0.551315723109838,-0.31406107442209696,50.55807587907316,28.64788975654116,-0.18988339644475027,1.4180505981537261,30.100664032302205,False,False
190,9.5,-0.9994697380940412,-0.8493781449292128,50.557566097151245,-28.64788975654116,-0.15355385880964045,-1.4384633829178082,30.21696746114195,False,False
191,9.55,-1.5010135039379975,-1.3350203307346327,50.55677188729098,28.64788975654116,-0.19014934543313833,1.4196301030266398,30.333259813537513,False,False
192,9.600000000000001,-1.9491548440060258,-1.8703273278988468,50.556693631128454,-28.64788975654116,-0.15381738506583953,-1.438134386332194,30.4495602138692,False,False
193,9.65,-2.450680260591623,-2.3559731691963486,50.55622997898157,28.64788975654116,-0.19576213888743488,1.5379114959696314,30.56585113853997,False,False
194,9.700000000000001,-2.898807634366449,-2.8912808929359177,50.55602260154648,-28.64788975654116,-0.15798117213118412,-1.3199250475813809,30.68214999876111,False,False
