step,time_s,x_m,y_m,speed_kmh,steer_deg,ed_m,ephi_deg,offroad,collision
1,0.05,78.0,0.30000000000000004,22.204687933303333,5.109971122486845,-0.0073024959781146275,-0.13806016205759883,False,False
2,0.1,77.96973796314823,0.6069100993613115,22.966408543302617,-7.149536697251113,0.04502626535044452,-0.8000663895828555,False,False
3,0.15000000000000002,78.02865493376838,0.9203996350509245,26.240906786435055,28.64788975654116,-0.051050492033329675,7.924616060346953,False,False
4,0.2,77.81477241610467,1.2154982655054918,31.294003544834993,-28.64788975654116,0.21475993792056827,-10.392174939542034,False,False
5,0.25,78.11881838812336,1.5260897229405783,39.00288594308888,28.64788975654116,-0.15593072888460366,14.552467045275064,False,False
6,0.30000000000000004,77.84635962602226,1.9646284514164614,39.10544968440401,-28.64788975654116,0.1654918523962876,12.914684320104492,False,False
7,0.35000000000000003,77.8029327215683,2.5103333031788924,40.411078681850434,-28.64788975654116,0.18213810096501548,8.180440500391335,False,False
8,0.4,77.78575205733218,3.0711119828209976,40.664987950624536,-4.704587804747414,0.1718312973036244,6.323452641146645,False,False
9,0.45,77.76455029783203,3.6390374609397074,41.96921006324919,-28.64788975654116,0.1651907136484972,1.810829039021154,False,False
10,0.5,77.76546832757052,4.219175559835578,42.23471427266404,17.986868495974633,0.1358587174936576,3.1597051223209887,False,False
11,0.55,77.71618543004466,4.803688140398671,43.169241131492704,-28.64788975654116,0.15645313443474426,-0.42327050506958025,False,False
12,0.6000000000000001,77.71354726220619,5.400249204280321,43.762559737493085,28.64788975654116,0.12986867348084238,2.5569261700357115,False,False
13,0.65,77.64057684706029,6.00115088982051,44.3812787672505,-28.64788975654116,0.17331944186123988,-0.4925443140315737,False,False
14,0.7000000000000001,77.63366985872429,6.6148491994012595,44.95065161332192,28.64788975654116,0.149173788620696,-0.3551826270128938,False,False
15,0.75,77.5583053562685,7.231888082803973,45.49105600397991,-28.64788975654116,0.1630195667563185,-3.358321143230717,False,False
16,0.8,77.55068791339676,7.860909352696447,45.998703502530944,28.64788975654116,0.10826432391323526,-0.37092089538480655,False,False
17,0.8500000000000001,77.47382340519542,8.492320455013482,46.47752083220343,-28.64788975654116,0.1221784559789791,-3.3443139489028426,False,False
18,0.9,77.46571088752769,9.134941943177688,46.92834241927537,28.64788975654116,0.06656808703911524,-0.38400666936390504,False,False
19,0.9500000000000001,77.3875750200717,9.779108941441818,47.353152003993344,-28.64788975654116,0.08048322753523941,-3.3322279260882874,False,False
20,1.0,77.3790298881394,10.433796977074671,47.753295877243865,28.64788975654116,0.02410756420409596,-0.39522369301428306,False,False
21,1.05,77.29829102646264,11.089182548004972,48.09855008313765,-27.655544093682764,0.03950114000619495,-3.172032612800461,False,False
22,1.1,77.28521832060981,11.754242445365076,48.47154463444541,28.64788975654116,-0.057143674006928796,-3.2246806627932556,False,False
23,1.1500000000000001,77.19122189183129,12.418381636616255,48.60728278334173,-21.266458111248838,-0.0648722186880595,-5.003067299261364,False,False
24,1.2000000000000002,77.14841632959481,13.090227675434104,49.043460594840255,28.64788975654116,-0.12436832960153879,-1.6507232789023012,False,False
25,1.25,77.01932901279673,13.757283268661954,49.009773958390724,-11.703131872242958,-0.0978531463171101,-1.8767029299419489,False,False
26,1.3,76.91675523345795,14.42950934186227,49.53269787280486,28.64788975654116,-0.09832882662512034,2.0836271762920657,False,False
27,1.35,76.76701891598593,15.097610965089434,49.826881124371816,-28.64788975654116,-0.05156160449020153,-0.5659961552067275,False,False
28,1.4000000000000001,76.69029722807564,15.781933178163184,50.04377865148949,28.64788975654116,-0.11619009430048921,-0.9021797472002284,False,False
29,1.4500000000000002,76.53635658265566,16.456796358287445,50.22770266156114,-25.77625555271796,-0.10565609128472603,-3.323598021373569,False,False
30,1.5,76.44476911734068,17.145437927245805,50.48850661266387,28.64788975654116,-0.15897718535302613,-0.2727286484485436,False,False
31,1.55,76.26100770925959,17.820132109382136,50.39465275787997,-12.881873852801093,-0.11923659256049916,-0.6820345687314939,False,False
32,1.6,76.10574850087556,18.501480563321913,50.81215126165601,28.64788975654116,-0.10875862991482368,3.211856095366097,False,False
33,1.6500000000000001,75.90104523750337,19.173351141979335,51.041409919115296,-28.64788975654116,-0.04794613359448918,0.5985912829341569,False,False
34,1.7000000000000002,75.76876874788174,19.866138049709253,51.18223870319624,28.64788975654116,-0.10655381247685675,-0.09235882547962791,False,False
35,1.75,75.56362994345778,20.543428078850802,51.38995836531274,-28.64788975654116,-0.09073878367805437,-2.923700226023099,False,False
36,1.8,75.42820486625736,21.240641397624742,51.5397348942988,28.64788975654116,-0.14742693394687167,-0.08255258331525218,False,False
37,1.85,75.19612238321717,21.915639737346012,51.3850598536213,-12.417851674626396,-0.10504185244979403,-0.4285059697778169,False,False
38,1.9000000000000001,74.99065500560054,22.597816581591996,51.74562138492939,28.64788975654116,-0.060344002437494715,-0.5362470347432718,False,False
39,1.9500000000000002,74.736614369715,23.26642063254157,51.92688183836083,-28.64788975654116,-0.04538963985903133,-3.1049526668868728,False,False
40,2.0,74.55433839986082,23.96033858039972,52.01001576370079,28.64788975654116,-0.10653327567504192,-0.21590127127123868,False,False
41,2.0500000000000003,74.284310567179,24.62768623210519,51.91883560732708,-17.97466864403364,-0.07609707482531182,-1.3866435281328715,False,False
42,2.1,74.05449243440285,25.308958304746838,52.169014473105214,28.64788975654116,-0.08821164738391846,2.170344875676616,False,False
43,2.15,73.76843800257672,25.97093967211414,52.32490543156865,-28.64788975654116,-0.04087737786566803,-0.4725237555136643,False,False
44,2.2,73.55226896760018,26.6608586009164,52.39600069298481,28.64788975654116,-0.07664327333212495,-2.225206199212721,False,False
45,2.25,73.2573796484673,27.322914442601036,52.3866155035019,-23.384043129112673,-0.07931670708979799,-4.221798592100293,False,False
46,2.3000000000000003,73.0167655402183,28.006522565590608,52.54648971169693,28.64788975654116,-0.1403295105114102,-1.0403636168129047,False,False
47,2.35,72.68265964256715,28.653405972889825,52.32095701828266,-7.203690662756539,-0.1010139763726794,-0.4617073074046211,False,False
48,2.4000000000000004,72.36148492729357,29.304242240268042,52.65942988693039,28.64788975654116,-0.07511300260502063,3.8660695326550667,False,False
49,2.45,72.00027294194525,29.93626408450355,52.82372106076612,-28.64788975654116,-0.00498050227785507,1.4311832574269292,False,False
50,2.5,71.7069212604428,30.6043032664901,52.820721847211026,28.64788975654116,-0.0918971792858363,-1.010548171999682,False,False
51,2.5500000000000003,71.31966647923973,31.225165163916518,52.61211156565273,-10.350137927175133,-0.06135851240769162,-0.9761972276321109,False,False
52,2.6,70.95078264254475,31.854345248361355,52.89101561148642,28.64788975654116,-0.05090322489058818,3.1196090805801826,False,False
53,2.6500000000000004,70.53903361092584,32.458562229136405,53.03838006280852,-28.64788975654116,0.009153084572977144,0.6364372222599028,False,False
54,2.7,70.19180268132962,33.10365645361462,53.03148978491315,28.64788975654116,-0.05070288769658837,-2.7059750497570523,False,False
55,2.75,69.77506652785792,33.70720065123043,53.073670286674684,-25.97823033496044,-0.06557430406555154,-5.078157500870271,False,False
56,2.8000000000000003,69.41358783176052,34.34569841249376,53.14727072021493,28.64788975654116,-0.1457103562319318,-2.0847337466761875,False,False
57,2.85,68.94161277254739,34.91279857909093,53.059291482049595,9.820877753595138,-0.09446061710282477,1.0985410775431594,False,False
58,2.9000000000000004,68.4630939855147,35.472918016901495,52.996452294530066,11.05194609977142,-0.05334417326473706,-3.308162357114341,False,False
59,2.95,67.9778593419389,36.025498746200576,52.83726875732701,-2.4772200488925917,-0.07564873932119731,-2.618594339396738,False,False
60,3.0,67.47820445008495,36.561594065680225,53.12614414026444,28.64788975654116,-0.0761630049235979,1.8915012526351893,False,False
61,3.0500000000000003,66.93659087631801,37.05885136414491,53.07269873861716,-19.791941012502807,-0.019503265159612426,0.8883960941236194,False,False
62,3.1,66.4312610181617,37.59136306064466,53.142462464120094,28.64788975654116,-0.027201009808021537,-3.878806558636898,False,False
63,3.1500000000000004,65.87423780688923,38.07138156190248,53.15262205929397,-23.302939541129664,-0.05387652044436261,-5.67018433505461,False,False
64,3.2,65.35704014674499,38.59350061635425,53.20913074349925,28.64788975654116,-0.13830707934213354,-2.448015511466615,False,False
65,3.25,64.74494508199277,39.00843281916612,53.3656201932363,18.887688476351233,-0.07975502366314113,2.1957040842214197,False,False
66,3.3000000000000003,64.12336914965584,39.410326792709576,53.174991626570296,-2.1771741363981008,-0.005099358949890664,3.656450236388681,False,False
67,3.35,63.500244451417196,39.80485768491397,53.413407848150094,28.11947617013212,-0.07349646976560639,-0.9468189899643668,False,False
68,3.4000000000000004,62.83445673070903,40.129516732054526,53.21588659398527,-1.8487854889131556,-0.02915682052869123,0.8533281146803717,False,False
69,3.45,62.16964069714506,40.450177634376665,53.46568934232225,28.64788975654116,0.01818773499461457,5.677937126858779,False,False
70,3.5,61.486645974075955,40.73397267212284,53.683609400279884,-28.64788975654116,0.1065732552453682,3.4031881174830514,False,False
71,3.5500000000000003,60.83470358836827,41.08616130181273,53.55337589801889,28.64788975654116,-0.07651004761748607,-3.5390544649483515,False,False
72,3.6,60.11940916872838,41.2924443968066,53.80866771099289,22.53104523571202,-0.031340732928302056,1.608750291364045,False,False
73,3.6500000000000004,59.39733601868244,41.47898436333235,53.60428784243177,-7.865093265470481,0.03470181750934903,2.4575683022019312,False,False
74,3.7,58.68162226697719,41.67739855066002,53.75405003571384,28.64788975654116,-0.028339989893175085,-3.1055078353520567,False,False
75,3.75,57.942552873665555,41.77765662159002,53.57607092997555,3.989954242135795,-0.0038323223921742583,-0.4306811924709809,False,False
76,3.8000000000000003,57.20335751266223,41.858723046149926,53.824095359323024,27.448814738148616,0.039618793728836685,4.635858264550294,False,False
77,3.85,56.46041387057933,41.91043586572488,54.05484327316851,-28.64788975654116,0.11263737000163726,2.4027347921677777,False,False
78,3.9000000000000004,55.72512802542106,42.03608923193406,53.87694496190931,28.64788975654116,-0.03727381418455009,-4.164989455261013,False,False
79,3.95,54.97717233438724,42.01265109004959,53.89401415516672,15.643907717670485,-0.012283384692823345,-0.06424938723991486,False,False
80,4.0,54.2305519180187,41.96966309681046,53.70618492964887,3.7276577513136364,0.03225408276433968,2.093816125293878,False,False
81,4.05,53.48742462296301,41.91349660750818,53.6608203894816,17.27974761622988,0.048646067977448415,-3.134973065393225,False,False
82,4.1000000000000005,52.74701720442386,41.842204126077995,53.69995169344608,-19.93846798158787,0.010173904815544338,-4.791981313696306,False,False
83,4.15,52.005489000749435,41.80555520781427,53.705695051205886,28.64788975654116,-0.06272941968682275,-1.4382736172331512,False,False
